"id","title","authors","venue","year"
"T4yqFWvJWkwJ","Safety of computer control systems 1992 (SAFECOMP'92). Computer Systems in Safety-critical  ","HH Frey","Proc. IFAC Symposium, Zurich, Switzerland,",
"1QeuNAkihQ4J","Intra-annual changes in the abundance of coho, chinook, and chum salmon in Puget Sound in 1997","RJ Beamish, M Folkes, R Sweeting, C Mahnken",,
"HzuepAJPfCMJ","Biological monitoring and assessment: using multimetric indexes effectively","JR Karr, EW Chu",,1997
"zN8ngmWNDlgJ","Extracting Structured Data from Web Pages","A Arasu, H Garcia-Molina",,
"ttr0t1Yr0u4J","Effects of externally mediated rewards on intrinsic motivation","EL Deci","Journal of Personality and Social Psychology,",1971
"dAR5F1GMKwIJ","Wireless Infrared Communications","M Kahn Joseph, R Barry John","Proceedings of the IEEE,",
"EUj67_3E0D0J","Introduction to Combinatorics, pg. 82, 1996","MJ Erickson",,
"ntdj8NeKyI4J","Comparison of systems with complex behavior","I Mezic, A Banaszuk",,
"j3iZLktsE0IJ","Transportation and World Development","JC Lowe","Economic Geography,",1988
"VqZAqakocVEJ","Effect of drive train and fuel control design on helicopter handling qualities","G Guglieri","European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
"z0OXMVQB5pIJ","Implicit Stereotyping in Person Judgment","MR Banaji, C Hardin, AJ Rothman","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993
"HX8P7Bn5TvsJ","Lowering security overhead in link state routing","RC Hauser, T Przygienda, G Tsudik","Computer Networks,",1999
"0grY-Lst84sJ","SafetyNet: A language-based approach to programmable networks","I Wakeman, A Jeffrey, T Owen, D Pepper","Computer Networks,",2001
"vE4M6atFR5gJ","Preface to the proceedings of the Workshop on Data Reverse Engineering","E Chikofsky, HD Kathi",,2000
"mjXz-bYKbTwJ","Performance analysis using the MIPS R10000 performance counters","M Zagha, B Larson, S Turner, M Itzkowitz",,
"zz3uOU7rykEJ","Xenobiotics and hammation","LB Schook, DL Laskin","San Diego: Academic,",
"Xul-tMyACGkJ","Link Prediction Approach to Collaborative Filtering","Z Huang, X Li, H Chen",,
"LNBSpjVFVGMJ","The universal distribution and a free lunch for program induction","J Neil, J Woodward","Unpublished",
"1KGXvZcb5awJ","Presynaptic Localization of Sodium/Calcium Exchangers in Neuromuscular Preparations","PW Luther, RK Yip, RJ Bloch, A Ambesi, GE  ",,
"EXtoza-15lIJ","Academic Press","EB Davies, OP Semigroups","San Diego,",
"W7GdvDU7lMQJ","Passive dynamic running","MH Raibert, CM Thompson","Experimental Robotics I,",
"IS6ujL13ktgJ","Word and acoustic confidence annotation for large vocabulary speech recognition","L Chase",,
"_FiEOAXm3SkJ","Rethinking risk financing","CP Helbling, G Fallegger, D Hill",,1996
"url:http://adsabs.harvard.edu/abs/1976InfPh..16..125Z","High resolution infrared solar observations by balloon","R Zander","&hellip;  on Infrared Physics, Zurich, Switzerland, Aug. 11-15, 1975. &hellip;,",1976
"AM5WjuL7TzkJ","Querying Imprecise Data in Moving Object Environments","R Cheng","IEEE Transactions on Knowledge and Data Engineering,",2004
"092qznpAmYcJ","Enforcing Modeling Guidelines in an ORDBMS-based UML Repository","N Ritter, HP Steiert",,
"6ZkXlK72UB4J","Audit and feedback: effects on professional practice and health care outcomes","G Jamtvedt, JM Young, DT Kristoffersen, O Thomson, ","Cochrane Database Syst Rev,",2003
"url:http://portal.acm.org/citation.cfm%3Fdoid%3D263690.264343","Branch libraries for multimedia repositories (poster)","M Kozuch, W Wolf, A Wolfe, D McKay","Proceedings of the second ACM international conference on  &hellip;,",1997
"ar7Icaf1G8kJ","Implementing the earnings supplement project: a test of a re-employment incentive","HS Bloomâ?¦",,
"AsiHF3HEpwQJ","Wharton L. Levy DH","RE Smalley","H. Acc. Chem. Res,",
"X2PE6K7uezQJ","The future of fiber-optic computer networks","PE Greenâ?¦",,
"Wsn2olnrk6MJ","Exposed points in spaces of bounded analytic functions.","SD Fisher",,1967
"0ct3hfJD8WgJ","2dF mechanical engineering","G Smith, A Lankshear","Proc. SPIE,",1998
"url:http://www.springerlink.com/index/RR8L7KJH03740042.pdf","Immunocytochemical localization ofras p21 product in thyroid follicular cells of normal rats using  ","Y Mizukami, A Nonomura, T Hashimoto, E Kawahara, S ","The Histochemical Journal,",1988
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021214033592MT%26recid%3DA7642818AH","Evaluation of a random access system with hardware simulation(for satellite location and data  ","GG DELMAS","&hellip;  Telemetering Conference, Washington, D. C, Proceedings,",1975
"-4mC6Wz-vkQJ","Distributed restoration in telecommunications networks","D Johnsonâ?¦","BT TECHNOLOGY JOURNAL,",1994
"7Eag6wnw6FkJ","The 3D RESURF double-gate MOSFET: A revolutionary power device concept","F Udrea, A Popescu","Electronic Letters,",1998
"AiamPPqvsBUJ","The highly conserved DAD1 protein involved in apoptosis is required for N-linked glycosylation","T Makishima, T Nakashima, K Nagata-Kuno, K  ","Genes to Cells,",1997
"9lXfDYUgrrYJ","E-business models","R Trombly","Computerworld,",
"1j-tL6DypZYJ","AN ANALYSIS OF THE RELATIONSHIP BETWEEN NLN PRE-ADMISSION SCORES, AGE AND STUDENT SUCCESS IN TWO  ","EM Kirking",,2004
"XdWK2yxBBrUJ","Communication skills training for health care professionals working with cancer patients, their  ","D Fellowes, S Wilkinson, P Moore","Cochrane Database Syst Rev,",2003
"bFLIYGZlfsoJ","Composite objects revisited","W Kim, E Bertino, JF Garza","Proceedings of the 1989 ACM SIGMOD international conference  &hellip;,",1989
"z_W8jZ203sUJ","Optimization of dynamic query evaluation plans","RL Cole, G Graefe","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
"VjZuZF2XXB4J","Yu. A. Medvedev, and BM Stepanov","AV Zhemerev","At.",
"gt-77ZkB8LoJ","Progressive Encoding for Lossless Transmission of 3D Meshes","P Alliez, M Desbrun","ACM Siggraph Conference Proceedings,",
"AYQDZpFXQjAJ","The house mouse: atlas of embryonic development","K Theiler",,1989
"sfUBo7aTIgcJ","Provably secure coin flip in a Byzantine environment","S Awerbuch, B Chor, S Goldwasser, S Micali",,1985
"JvkJdUBUt8kJ","Distance learning: Whatâ??s holding back this boundless delivery system","I Bruder","Electronic Learning,",1989
"xnDzZbPyIcMJ","Soft-link hypertext for information retrieval","Md'Inverno, P Howells, MJ Hu, M Luck","Information &amp; Software Technology,",2002
"yz8u5ihaylAJ","Testability, 1985 technology forecast","B Milne","Electronic Design,",
"8pK3snsuLDEJ","An Organisational Perspective of Inter-Organisational Workflows","X Zhao, C Liu, Y Yang","International Conference on Business Process Management,",
"6E6GZGZAtREJ","The Gene-Finder computer tools for analysis of human and model organisms genome sequences","V Solovyev, A Salamov","Proc. Int. Conf. Intell. Syst. Mol. Biol,",1997
"0wVMAyv_P5kJ","Socioeconomic Restructuring and Regional Change: Rethinking Growth in the European Community.","A Rodriguez-Pose","Economic Geography,",1994
"url:http://portal.acm.org/citation.cfm%3Fid%3D30113.30115%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222","Introduction to integrated project support environments","P Hitchcock","Information and Software Technology,",1987
"N0276nr35FgJ","h instability and 1= f noise in bipolar transistors","Z Yiqi, S Qing","28th Annu. Proc. Int. Reliability Physics Symp,",
"E7H04svX7v8J","The REMIT System for Paraphrasing Relational Query Expressions into Natural Language","BGT Lowden","VLDB,",1986
"wOIJEjDFzy4J","The, L.-S., &amp; Leising","PA Milne","MD,",
"ButmJWjGXusJ","MapInfo SpatialWare: A Spatial Information Server for RDBMS.","C Mina","VLDB,",1998
"eI0vrkds9PcJ","Correlation-dispersion method of measuring the output of a water-water power reactor","LN Bogachek, KA Gazaryan, VV Lyenkoâ?¦","At.",
"RD-KmJCXk3wJ","The stakeholder approach to evaluation: Origins and promise","CH Weiss","New Directions for Program Evaluation,",1983
"-n8EMiSO3gsJ","Experience in developing and testing network protocol software using FDTs","MU Uyar, MA Fecko, AY Duale, PD Amer, AS Sethi","Information and Software Technology,",2003
"p64HqJ4RIQQJ","Modes of Action of FK506, Cyclosporin A, and Rapamycin","R Morris","TRANSPLANTATION PROCEEDINGS,",1994
"AnNzb6Gr7HkJ","TATA probabilistic temporal databases, I: Algebra","A Dekhtyar, R Ross, VS Subrahmanian","Technical report CS-TR-3987, Department of Computer Science, ",
"uL-ngYuiUK8J","MPEGâ??7 Camera","T Ebrahimi, Y Abdeljaoued, RMF i Ventura, OD  ",,
"56U_bp4y6JoJ","A., H. Muroya, and RG Gould. 1972","P Edwards","vivo demonstration of the circadian. rhythm of cholesterol ",
"4ii5NtWqhIYJ","Asilomar Report","P Bernstein, M Brodie, S Ceri, M Franklinâ?¦","SIGMOD Record,",
"Bn5h0IbqbNwJ","i2i Trust in E-commerce","JS Olson, GM Olson","COMMUNICATIONS-ACM,",2000
"bWF9aiAO9egJ","The stimulation of reproduction in Coelenterates by low levels of toxic stress.","ARD Stebbing","UNEP, ATHENS(GREECE). 1991.,",1991
"x2suKNGm4TAJ","Contractual types","O Nierstrasz","submitted for publication,",2003
"9evIHTb1x8sJ","Arrangement of Latches in Scan-Path Design to Improve Delay Fault Coverage","W Mao, MD Ciletti","Proc. Int. Test Conference,",1990
"Dkd7JqNh-fwJ","Selenium determination in animal whole blood using stabilized temperature platform furnace and  ","RH Eckerlin, DW Hoult, GR Carnrick","At Spectrosc,",
"c2vj3tDFWKEJ","Automatic assessment aids for Pascal programs","MJ Rees","ACM SIGPLAN Notices,",1982
"url:http://adsabs.harvard.edu/abs/1974PhDT........51S","The formulation of molecular quantum mechanics with the aid of particle density operators and phase  ","M Schleicher","&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1974
"DE5dZrbRKqUJ","Engineering Applications of Correlation and Spectral Analysis","JS Bendat, A Piersol",,1980
"NP13J8S06XYJ","Optimal selection of supply voltages and level-conversion during data-path scheduling under resource ","M Johnson, K Roy","Proceedings of the 1996 IEEE/ACM International Conference on &hellip;,",
"XIkChsdw3CoJ","The Transmembrane Domain of the Large Subunit of HSV-2 Ribonucleotide Reductase (ICP10) Is Required  ","CC Smith, JH Luo, JCR Hunter, JV Ordonez","VIROLOGY-NEW YORK-,",1994
"2rNJHklIq9cJ","Binary data transmission techniques for linear systems","ML Doelz, ET Heald, DL Martin","Proc. IRE,",
"JoY5e_B55gAJ","ProDA: a suite of web-services for progressive data analysis","M Jahangiri, C Shahabi","Proceedings of 24th ACM SIGMOD International Conference on  &hellip;,",2005
"ZrBMwsU4A7QJ","Continuous querying in database-centric Web applications","JC Shafer, R Agrawal","WWW9 / Computer Networks,",2000
"01ZRIcnplwoJ","Unpacking phonological awareness: Two treatments for low-skilled kindergarten children","RE O'Connor, JR Jenkins, TA Slocum","Unpublished manuscript,",
"-RKzvr8swDEJ","LP {the Larch prover: version 3.1, 1995","S Garland","MIT, Laboratory for Computer Science, http://larch. lcs. mit. ",
"GcZFuzekOiAJ","The Discovery of the Individual 1050-1200","C Morris",,
"DiyLLGIcUZQJ","â??Punctualityâ??and Verb Semantics","S Engelberg",,
"dzHPil1BBAcJ","Evaluation of winter rye hybrids fertility","L Madej, R Osinski, J Jagodzinski","BIULETYN-INSTYTUTU HODOWLI I AKLIMATYZACJI ROSLIN,",1995
"DBh6rPNazToJ","Martingale estimating functions based on eigenfunctions for discretely observed small diffusions","M Uchida",,2004
"SxkA8bJooH4J","Social Experimentation","H Riecken",,
"QO9uigNY9WgJ","Computer implementation of thenite element method","A George","Stanford University Technical Report STAN-CS-208, Stanford, CA, ",
"CbVuJPvkwf0J","Land degradation in the Yallahs Basin, Jamaica: historical notes and contemporary observations","D Barker, DFM McGregor","Geography,",
"hdOQ_vyjDacJ","Scatter/gather: A cluster-based approach to browsing large doctnnent collections","DR Cutting, DR Karger, JO Pedersen, JW Tukey","Proc. ACM SIG1R,",
"VX6-Plyp9zgJ","September 11, terror war, and blowback","D Kellner","Unpublished manuscript,",
"KzblBZq7NUwJ","Unity and Diversity: Holiday Celebrations around the World.","A Lockledge","Social Studies and the Young Learner,",1993
"sIUa2f9F91EJ","Four cheers for geography","S Jenkins","Geography,",
"Y0VN0e_bJjsJ","Fluency in a discourse or manipulation of mental objects","W DÃ¶rfler","Proceedings of PME,",
"hAs6tnivceIJ","Dec. 1981.[Black 1985] AP Black. Supporting Distributed Applications: Experience with Eden","CA Grove","Proc. 10th ACM Symp. Operating",
"I-fmtPvluKEJ","Merialdo &amp; P. Sindoni, G.â??The Araneus Web-Base Management Systemâ??","G Mecca, P Atzeni, A Masci","ACM SIGMOD International Conference on Management of",
"clox1KvD37UJ","Classroom behaviors related to college teaching effectiveness","H Murray","New directions for teaching and learning: using research to  &hellip;,",
"c2dH5RxNj6kJ","A Multimedia Presentation Algebra","S AdalÄ±, ML Sapino, VS Subrahmanian","SIGMOD,",1999
"Jiq89ZNUK5YJ","Inc., March 1985","M Pirnie","&hellip;  River PCB Reclamation/Demonstration Project, Evaluation of ",
"0NbPdN8x5a0J","Hits and Miss-es: A Year Watching the Web","J Graham-Cumming","WWW6 / Computer Networks,",1997
"wP8mppuWztcJ","Blink Measurement by Image Processing and Application to Warning of Driverâ??s Drowsiness in  ","T Nakano, K Sugiyama, M Mizuno, S Yamamoto","Procs. IEEE Intelligent Vehicles",
"dJDL6U89Jt4J","Description of the picture of a city","J Stefanou, J Stefanou","Athens, Greece: NTUA Publications,",
"tr_rawv-6SMJ","FALCON: Feedback Adaptive Loop for Content-Based Retrieval","T Authors, C Identified",,
"kL4JPdyjdakJ","A Characterization of the Bivariate Normal-Wishart Distribution","D Geiger, D Heckerman",,
"La1Bik2hfmEJ","A University-Industry Association Model for Curriculum Enhancement.","M Passer","New Directions for Higher Education,",1984
"txo56JDKlAoJ","O-Linked Oligosaccharide on IgAl Hinge Region in IgA Nephropathy. Fundamental Study for Precise  ","Y Hiki, A Horii, H Iwase, A Tanaka","CONTRIBUTIONS TO NEPHROLOGY,",1995
"ufc3hEkkoN4J","Designing solutions with COM+ technologies","R Brown, W Baron, WD Chadwick",,2001
"9jPrZSfTe2cJ","The Undergraduate Curriculum and Distance Education.","GE Miller","New Directions for Adult and Continuing Education,",1995
"FQYijwLbARMJ","The social delegation cycle","G Boella, L van der Torre","LNAI n. 3065: Procs. ofâ?? EONâ??04,",
"RvcmFAQHwz0J","What Teachers Can Do to Relieve Problems Identified by International Students","DS Lee","New Directions for Teaching and Learning,",1997
"TgMOy2x-o9wJ","The Haskell School of Expression: Learning Functional Programming through Multimedia, 2000","P Hudak",,
"bD6OhI2EaJAJ","The LILOG knowledge representation system","T Bollinger, U Pletat","ACM SIGART Bulletin,",1991
"l8qjgtxFBxsJ","Combining ontologies: an analysis of problems and solutions","M Klein",,
"fp7YtnQpu9EJ","DYNAMIC PERFORMANCE AND MINIMUM LOADING EFFECTS OF AN ISOLATED SELF-EXCITED RELUCTANCE GENERATOR","YS Wang",,
"mcW9SmQ_MT4J","Pulsar-appropriate Clock Statistics","D Matsakis, F Josties","Proc. 28th Annual Precision Time and Time Interval (PTTI)  &hellip;,",
"R_10Vw3cQLkJ","An Evaluation of Buffer Management Strategies for Relational Database Systems//VLDB'85","HT Chou, DJ DeWitt","Proceedings of 11th International Conference on Very Large  &hellip;,",
"w2P_uyY3BGAJ","Australian Women in IT","L von Hellens, S Nielsen","COMMUNICATIONS-ACM,",2001
"-iCmy5Q7-00J","Thin Is In: Wafer-Thinning Method Delivers Ultra-Slim Chips with a Clean Process","D Bursky","Electronic Design,",
"4_FqG3Zts3IJ","Helping Faculty to Help Their Students Learn.","J Katz","New Directions for Teaching and Learning,",1989
"7gzs66FFgq8J","Database decomposition into 4NF","G Grahne, K Raiha","9th VLDB,",
"-KlYy6YZRcgJ","Syntactic accidents in program analysis","D Damian, O Danvy","Proceedings of the 2000 ACM SIGPLAN International Conference",
"LEwjvFVyy98J","Locational Trends in R&amp;D By Large US Corporations, 1965-1977","EJ Malecki","Economic Geography,",1979
"wQ-OnGPsrdMJ","On the instability of cylindrical fluid surfaces","L Rayleigh","Phil. Mag,",
"08QDvcElXwwJ","Collapse analysis of reinforced concrete frames under earthquake [A]","CM Liu, XL Liu","Proc. Int. Conf. on Concrete,",1992
"iP1kEDZuPYYJ","A pattern of vortexflow of continental crust and the environ mental geology in China","L Zonghua",,1986
"laSbNcPJmpYJ","Efficient algorithms for large-scale topology discovery","B Donnet, P Raoult, T Friedman, M Crovella",,
"tE4HOURugXsJ","Yu. A. Nikolaev, and Yu. R. Kevorkyan,â??Grain-boundary segregation of phosphorous in low-alloy  ","AV Nikolaeva","At.",
"VOmRS1IYLHQJ","Grassroots","K Kamiya, M RÃ¶scheisen, T Winograd","Technical Report, Stanford University, Cf. URL http://diglib. ",
"G_hKspVqerEJ","Discrete subgroups of semisimple Lie groups","GA Margulis",,1991
"Ire7Kl3ccqcJ","A direct particle simulation method for hypersonic rarified ow","JD McDonald","Technical Report 411, Stanford University, March",
"Uai7mRS_HQwJ","Hierarchical dynamic router","K Kawamura, M Umeda, H Shiraishi","Proceedings of the 23rd ACM/IEEE conference on Design  &hellip;,",1986
"ACZMgM5isxsJ","Cytoplasmic ion transport as a general, very early step in the orientation of the embryonic left- ","M Levin",,2003
"r_eB2_BftqoJ","Shaping Minds Musically","T Machover","BT Technology Journal,",2004
"nBfuG9VgfqAJ","An empirical study of sale rates and prices in impressionist and contemporary art auctions","O Ashenfelter, K Graddy","Unpublished manuscript,",
"aqoOpQNKdRAJ","Aexible multicast routing protocol for group communication","S Aggarwal, S Paul, D Massey, D Caldararu","Computer Networks,",2000
"url:http://www.springerlink.com/index/T3P88243322727MJ.pdf","Deployment and support of complex integrated solutions","I Buxton, SWJ Hodgkiss, GD King","BT Technology Journal,",1997
"url:http://ieeexplore.ieee.org/iel1/2206/1846/00050604.pdf%3Farnumber%3D50604","Impact of control system design on a flexible manufacturing system for colliery arches","SJ Williams",,
"1-x1p8NTsSAJ","Downsizing in Privatized Firms in Russia, Ukraine, and Belarus","I Filatotchev, T Buck, V Zukov","ACADEMY OF MANAGEMENT JOURNAL,",2000
"uIAJ9bt1wukJ","Dictionary Methods for Cross-Lingual Information Retrieval","L Ballesteros, WB Croft","LECTURE NOTES IN COMPUTER SCIENCE,",1996
"WX6cD9G_ejgJ","Compensatory Conviction in the Face of Personal Uncertainty: Going to Extremes and Being Oneself","I McGregor, MP Zanna, JG Holmes, SJ Spencer","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",2001
"qU_IX5KFwIoJ","SIGCAS Chair's Message","CD Martin","Computers and Society,",
"o7oUFmpw9DwJ","Dose loads on hydrobionts and the population in regions of operation of nuclear-powered ships","VA Danilyan, VD Vysotskii, MN Katkova, II Kryshev","At.",
"G8iDRkwfaqQJ","Irrigation management transfer in Nigeria: a case ofÂ® financial sustainability for operation,  ","IK Musa","International Conference on Irrigation Management Transfer,",
"mrxAHi3pQgAJ","Systematics of the molar-toothed redhorse suckers (Moxostoma carinatum) and the rediscovered M.  ","RE Jenkins, BJ Freeman","Unpublished",
"a41k5lrQfTwJ","The Situational Factors Affecting Teaching.","LD Fink","New Directions for Teaching and Learning,",1984
"IX9hkgZu-NQJ","Manipulating complex objects","M Lacroix, M Vanhoedenaghe","Acm Press Frontier Series,",1990
"WR9G-Gkj1UUJ","Women, Fire, and Dangerous Things: What Categories Reveal About the Mind University of Chicago Press ","G Lakoff","ISBN,",
"pGtQZ6ASwRYJ","Storage Consideration in Relation to Source, Capacity and Peak Demands,â?? a paper presented at the  ","DP Proudfit","Madison, Wisconsin: University of Wisconsin, March,",
"KYVjPQWh2p8J","Rate-Monotonic Analysis for Real-Time Industrial Computing","MH Klein, JP Lehoczky, R Rajkumar",,
"5ddV_KksyeYJ","Distributed Data Bases: A-Sumnary of Research","JP FRY, ME DEPPE","Computer Networks,",
"xl9Mz-YyR-wJ","The evolution of polyandry","JA Zeh, DW Zeh",,1996
"sRcMuuo3-BEJ","Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor  ","M Rys, MC Norrie, HJ Schek","VLDB",
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0116696CI","Database requirements for a software engineering environment: criteria and empirical evaluation","S Chen, JM Drake, WT Tsai","Information and Software Technology,",1993
"ysc9EwrFrCEJ","ER Mapper User Guide. 922 p","ER MAPPING","San Diego,",
"6GiWh3tc64QJ","The distribution of electrons among atomic levels","EC Stoner","Phil. Mag,",
"3SZUiHn5-goJ","Building a Large and Efficient Hybrid Peer-to-Peer Internet Caching System","L Xiao, X Zhang, A Andrzejak, S Chen","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,",2004
"8jhe9EF3BtUJ","pp. 4-5","P Assessment",,
"url:http://portal.acm.org/citation.cfm%3Fid%3D30120.30124","Advanced diagnostics: a PASCAL interactive system","NH White, GM Haylett","Information and Software Technology,",1987
"jNtH9IHZFdQJ","Preparing for an Adult Education Evaluation.","RC Mason","New Directions for Adult and Continuing Education,",1993
"8Gc5_pGFNPIJ","Nonvisual Presentation of Graphical User Interfaces: Contrasting Two Approaches","ED Mynatt, G Weber",,
"uKYClilrdlwJ","PHYLIP: Phylogenetic Information Package","J Felsenstein","University of Washington, Seattle,",
"usC5w5B3S_IJ","Experience building the open OODB query optimizer","A Joseâ?¦","Proceedings of ACM",
"7w05tSBkqmcJ","A survey of distributed deadlock detection algorithms","AK Elmagarmid","ACM SIGMOD Record,",1986
"XqpMijpKbaEJ","OAM: An Office Analysis Methodology. Office Automation Group Memo OAM-016","M Sirbu, S Schoichet, J Kunin, M Hammer",,1981
"XagphbDrGQMJ","Self-similarity in the Web. 2: 205â??223","S Dill, R Kumar, KS McCurley, S Rajagopalan, D  ",,2002
"UjuTLAYjzQcJ","ERP can magnify errors","C Stedman","Computerworld,",
"ddtO_cj4TeYJ","Adding medications in the emergency department: Effect on knowledge of medications in older adults","KS Hayes","JOURNAL OF EMERGENCY NURSING,",1999
"1bwVGQrOOjgJ","The Peter Norton Programmer's guide to the IBM PC.","P Norton",,1985
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027558%26type%3Dpdf","Range Multicast Routers for Large-Scale Deployment of Multimedia Application","N Jiang, YH Ho, KA Hua","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
"lSA4_CV5roAJ","Guide to finding pediatric injury prevention public education materials","T Smith","JOURNAL OF EMERGENCY NURSING,",1997
"url:http://ieeexplore.ieee.org/iel5/9193/29143/01314551.pdf%3Farnumber%3D1314551","Recent developments in SiC power devices and related technology","J MillÃ¡n, P Godignon, D Tournier",,
"3LJnfTsTk5kJ","An Overview of Web Services Security","P Kearney, J Chapman, N Edwards, M Gifford, L He","BT Technology Journal,",2004
"cjBpI3TcSWsJ","XML Document Versioning","SY Chien, VJ Tsotras, C Zaniolo","SIGMOD Record,",2001
"LaJ36pgeT1AJ","Mentoring to Diversity: A Multicultural Approach.","G Rodriguez","New Directions for Adult and Continuing Education,",1995
"z2YGIMBSU7UJ","Charge-Based Proportional Scheduling. Technical Memorandum MIT/LCS/TM-529, January 1995","U Maheshwari","MIT Laboratory for Computer",
"j0_Cq1G7sasJ","andE. J. Shekita. Object and filemanagement in the EXODUS extensible database system","MJ Carey, DJ DeWitt, JE Richardson","International Conference on Very Large Data Bases,",
"UrYJY7lnKaUJ","Expectations of Italian cheese in the pizza industry","RJ Alvarez","Proceedings of the 23rd Annual Marschall Invitational  &hellip;,",
"WjD01QHCjvcJ","Fast Ion Dynamics in TEXTOR measured by Collective Thomson Scattering","H Bindslev, L Porte, JA Hoekzema, D van Eester, A  ",,
"IFN4xGRCE_0J","A new solid subdivision scheme based on box splines","YS Chang, KT McDonnell, H Qin","Proceedings Seventh ACM Symposium on Solid Modeling and  &hellip;,",2002
"MovY5AUlV5YJ","Cooking with biomass fuels increases the risk of blindness","VK Mishra, RD Retherford, KR Smith",,
"sAJRyUtQ0QQJ","Influence of gaps and neighbouring plants on seedling establishment in limestone grassland","P Ryser","Experimental field studies in northern Switzerland. Zurich.  &hellip;,",
"F1QUmDWR1gAJ","Strong Asymmetries in Impurity Distributions of JET Plasmas.","B Alper",,
"swz4p1NjrBcJ","A Concentric-Circle Model for Community Mining in Graph Structures","WJ Zhou, JR Wen, WY Ma, HJ Zhang",,
"0xp1yi4xPKgJ","Understanding your Chemstation","H Packard","San Diego, Calif,",
"HEJ1Z4Q_xXMJ","The ADABAS Buffer Pool Manager","H Schoning",,
"rRa1H9bVDikJ","Evolutionary algorithms","V Kvasnicka, J PospÄ±chal, P Tino","Slovak Technical University, Bratislava,",
"V5JQCf2HRkEJ","Experimental results on QCD from CLEO II","T Browder","Proc. 28th International Conference on High Energy Physics,",
"toEJOw9QjyMJ","In the middle of the night: A psychosocial resource book for after hours","ST McNamara, EC Meyer, KA Fraser, EA Sands","JOURNAL OF EMERGENCY NURSING,",1997
"EMw2ZFDyZ2wJ","The MD5 message-digest algorithm. Request For Comments 1321","RL R-VEST",,1992
"id_01GRS2WwJ","Responses of grizzly bears to seismic surveys in northern Alaska","PE Reynolds, HV Reynolds, EH Follmann","International Conference on Bear Research and Management,",
"0KLIpvrbmtEJ","Vancomycin for prophylaxis against sepsis in preterm neonates","AP Craft, NN Finer, KJ Barrington","Cochrane Database Syst Rev,",2000
"Mc7dagP3gtoJ","Repeated lumbar or ventricular punctures in newborns with intraventricular hemorrhage","A Whitelaw","Cochrane Database Syst Rev,",2001
"8KlTAkM4AHIJ","MULTI-DIMENSIONAL CONSTRAINED GRADIENT MINING","JMW Lam",,2001
"2VxWyrPxHzsJ","Determining computable scenes in films and their structures using audio-visual memory models","H Sundaram, SF Chang",,
"EiZQofL2jlkJ","Hardware Technology Trends and Database Opportunities","D Patterson, K Keeton",,
"Ng1p4qxvf7EJ","1 W 980 nm pump modules with very high efficiency","B Sverdlov, B Schmidt, S Pawlik, B Mayer, C Harder","Proc. 28th Eur. Conf. on Optical Communication,",
"AwHs1Su8H-8J","M. arofalakis. Sketching streams through the net: Distributed approximate query tracking","G Cormode","Proceedings of the International Conference on Very Large  &hellip;,",
"F6l4EO3zqXMJ","Lecture-â?? Process for Developing AAP Guidelinesâ??. Baltimore","N Halsey","MD,",
"iVzaAZEHyCoJ","E-research: research on pay-per-use of broadband internet service","BH Lee","Electronic Times,",
"_GGgRRl38TgJ","Measurement of low-level strain birefringence in optical elements using a photoelastic modulator","TC Oakberg","Proc. SPIE,",1996
"url:http://adsabs.harvard.edu/abs/1978RaEl...23Q1189O","Eigenvalue problem for linear 2 nx 2-ports","AG ONISHCHUK","Radiotekhnika i Elektronika,",1978
"aX8-169BMwsJ","Establishing the Planning Process for Selecting Appropriate Career Programs.","PC Winstead","New Directions for Higher Education,",1987
"XMfYgcBvXM0J","Creating Multimedia to Die For","R Raskin","PC MAGAZINE-AMERICAN EDITION-,",1994
"po9aRHUS_bAJ","The evolutionof Lisp","GL Steele Jr, RP Gabriel","History of Programming Languagesâ??II,",
"lscRCDC0PGkJ","Mitochondrial carbonic anhydrase in osteoclasts and two different epithelial acid-secreting cells","EK Karhukorpi, P Lakkakorpi, N Carter, S Dodgson,  ","The Histochemical Journal,",1992
"2LcOYPNxFbMJ","Capturing causality in distributed systems","M Raynal, M Singhal","IEEE Computer,",
"url:http://adsabs.harvard.edu/abs/1976PhDT.......124S","Two-electron transfers and molecular X-ray radiation during heavy ion collisions","C Stoller","&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1976
"7iM5GbDx4xYJ","Plant resistance to nematodes","JA Veech","See Ref,",
